,coaster_name,Location,Status,Manufacturer,Model,Lift/launch system,Trains,Designer,year_introduced,latitude,longitude,track_type,opening_date_clean,speed_mph,height_ft,Inversions_clean,Gforce_clean,Length_ft,Height_restriction_in,Cost_USD,Acceleration_clean,Max_vertical_angle,Duration_seconds,Capacity_riders_per_hour,Drop_ft
125,Corkscrew (Cedar Point),Cedar Point,Operating,Arrow Development,Custom Looping Coaster,Unknown,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Ron Toomer,1976,41.4836,-82.6853,Steel,1976-05-15,48.0,91.9,3,4.0,2050.0,48.0,1750000.0,9.1,45.0,120.0,1800,65.0
126,Demon (roller coaster),Other,Unknown,Arrow Dynamics,Custom Looping Coaster,Chain lift hill,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1976,40.2864,-76.6531,Steel,Unknown,50.0,91.9,4,4.0,2130.0,48.0,8540000.0,9.1,54.0,105.0,1300,90.0
127,Extremeroller,Worlds of Fun,Removed,Arrow Dynamics,Corkscrew,Unknown,Unknown,Unknown,1976,39.1728,-94.4892,Steel,1976-01-01,50.0,91.9,2,4.0,1250.0,48.0,8540000.0,9.1,55.0,70.0,1800,92.0
128,Gulf Coaster,Other,Unknown,Allan Herschell Company,Little Dipper,Unknown,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Unknown,1976,40.2864,-76.6531,Steel,Unknown,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
129,High Roller (Valleyfair),Valleyfair,Operating,Rauenhorst Corporation,wood out-and-back,chain lift hill,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,National Amusement Devices,1976,44.8006,-93.4578,Wood,1976-01-01,50.0,91.9,0,3.2,2982.0,48.0,8540000.0,9.1,52.0,105.0,1150,56.0
130,Jet Star 2 (Lagoon),Lagoon Amusement Park,Operating,Anton Schwarzkopf,Jet Star 2,Unknown,Single train with a single car. Riders are arranged 1 across in 6 rows for a total of 6 riders per train.,Unknown,1976,40.9869,-111.8936,Steel,1976-01-01,49.7,91.9,0,4.0,1913.3,50.0,500.0,9.1,65.0,105.0,1080,92.0
131,Jumbo Jet (Morey's Piers),Morey's Piers,Removed,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,Electric spiral lift,Unknown,Ing.-Büro Stengel GmbH,1976,38.986,-74.809,Steel,1976-01-01,50.0,91.9,0,4.0,2854.0,48.0,400.0,9.1,65.0,143.0,1200,92.0
132,Lil' Thunder,Six Flags Great Adventure,Removed,Molina & Sons,Little Dipper,Unknown,Unknown,Unknown,1976,40.138,-74.44,Steel,1976-01-01,5.0,91.9,0,4.0,199.0,20.0,8540000.0,9.1,65.0,27.0,1080,3.0
133,Mild Thing,Valleyfair,Removed,Allan Herschell Company,Unknown,Chain lift hill,Unknown,Unknown,1976,44.7996,-93.4575,Steel,1976-01-01,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,450,92.0
134,Python (Busch Gardens Tampa Bay),Busch Gardens Tampa Bay,Removed,Arrow Development,Corkscrew,Chain lift hill,Unknown,Ron Toomer,1976,28.039,-82.4251,Steel,1976-07-01,40.0,91.9,2,4.0,1200.0,42.0,2000000.0,9.1,65.0,68.0,1080,92.0
135,The New Revolution (roller coaster),Six Flags Magic Mountain,Operating,Anton Schwarzkopf,Looping roller coaster,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,1976,34.4228,-118.5964,Steel,1976-05-08,55.0,91.9,1,4.9,3457.0,48.0,2000000.0,9.1,45.0,79.0,1400,83.0
136,Screamin' Eagle,Six Flags St. Louis,Operating,Philadelphia Toboggan Coasters,Unknown,Unknown,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,John C. Allen,1976,38.5164,-90.6761,Wood,1976-04-10,62.0,91.9,0,4.0,3872.0,42.0,3000000.0,9.1,65.0,150.0,1080,92.0
137,Texas Cyclone,Six Flags AstroWorld,Removed,Frontier Construction Company,Unknown,Chain lift hill,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,"Don Rosser, William Cobb",1976,29.6767,-95.4097,Wood,1976-06-12,49.7,91.9,0,4.0,3180.0,48.0,8540000.0,9.1,53.0,135.0,1080,80.0
138,Thunder Road (roller coaster),Other,Removed,Philadelphia Toboggan Coasters,Unknown,Chain,Unknown,Curtis D. Summers,1976,35.1004,-80.9426,Wood,1976-04-03,58.0,91.9,0,3.4,3819.0,48.0,1600000.0,9.1,65.0,130.0,1080,88.0
139,Whizzer (roller coaster),Other,Unknown,Anton Schwarzkopf,Speed Racer / Extended Jumbo Jet,Trains are powered by a hotrail,3 trains with 4 cars. Riders are arranged 1 across in 6 rows for a total of 24 riders per train.,Werner Stengel,1976,40.2864,-76.6531,Other,Unknown,42.0,91.9,0,3.0,3100.0,36.0,8540000.0,9.1,35.0,120.0,810,64.0
140,Double Loop (Geauga Lake),Geauga Lake,Removed,Arrow Dynamics,Unknown,Chain,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1977,41.3528,-81.3774,Steel,1977-01-01,36.0,91.9,2,4.0,1800.0,48.0,1350000.0,9.1,45.0,90.0,525,90.0
141,Screamin' Demon,Other,Unknown,Arrow Dynamics,Launched Loop,Unknown,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Unknown,1977,40.2864,-76.6531,Steel,Unknown,45.0,91.9,1,4.0,635.0,48.0,8540000.0,9.1,65.0,66.0,1080,47.0
142,Shuttle Loop,Other,Discontinued,Anton Schwarzkopf,Unknown,Unknown,Unknown,Werner Stengel & Reinhold Spieldiener,1977,40.2864,-76.6531,Other,Unknown,49.7,91.9,2,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1300,92.0
143,SooperDooperLooper,Hersheypark,Operating,Anton Schwarzkopf,Looping Speedracer,Chain lift hill,Unknown,Werner Stengel,1977,40.2864,-76.6536,Steel,1977-07-04,45.0,91.9,1,4.0,2614.0,42.0,3000000.0,9.1,65.0,105.0,1175,70.0
144,Space Mountain (Disneyland),Disneyland,Operating,Arrow Development (1977–2003)Dynamic Structures (2005–present)]],Unknown,Chain Lift Hill,12 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,WED Enterprises,1977,33.811,-117.9174,Steel,1977-05-27,35.0,91.9,0,4.0,3459.0,40.0,8540000.0,9.1,65.0,180.0,2057,92.0
145,Steeplechase (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Arrow Dynamics,Unknown,Unknown,Single car trains. Riders are arranged inline in 2 rows for a total of 2 riders per train.,Unknown,1977,53.7888,-3.0558,Steel,1977-01-01,49.7,91.9,0,4.0,2300.0,50.0,1016.25,9.1,65.0,105.0,1080,92.0
146,Arkansas Twister,Magic Springs and Crystal Falls,Operating,Michael Black and Associates,Unknown,Chain lift hill,Unknown,Don Rosser / Bill Cobb,1978,34.5213,-93.0143,Wood,1978-01-01,50.0,91.9,0,4.0,3340.0,48.0,2300000.0,9.1,45.0,120.0,1080,92.0
147,Colossus (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Rocky Mountain Construction,I-Box – Custom,Chain lift hill,4 (3 max. in use) trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,1978,34.4278,-118.5975,Steel,2015-05-23,57.0,91.9,2,4.0,4990.0,48.0,8540000.0,9.1,80.0,220.0,1080,128.0
148,Gemini (roller coaster),Other,Operating,Arrow Dynamics,Special Coaster Systems,Chain,4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Ron Toomer,1978,41.4863,-82.6897,Steel,1978-06-17,60.0,91.9,0,4.0,3935.0,48.0,3400000.0,9.1,55.0,160.0,3300,118.0
149,Greezed Lightnin' (Six Flags Astroworld),Other,Discontinued,Anton Schwarzkopf,Unknown,Unknown,Unknown,Werner Stengel & Reinhold Spieldiener,1978,40.2864,-76.6531,Other,Unknown,49.7,91.9,2,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1300,92.0
150,Lightnin' Loops,Other,Unknown,Arrow Development,Unknown,Unknown,Unknown,Unknown,1978,40.1358,-74.4437,Steel,Unknown,45.0,91.9,1,4.0,635.0,44.0,8540000.0,9.1,65.0,66.0,1080,47.0
151,Loch Ness Monster (roller coaster),Busch Gardens Williamsburg,Operating,Arrow Development,Custom Looping Coaster,Two chain lift hills,Unknown,Ron Toomer,1978,37.2343,-76.646,Steel,1978-06-06,60.0,91.9,2,3.5,3240.0,48.0,5000000.0,9.1,55.0,130.0,800,114.0
152,Montezooma's Revenge,Knott's Berry Farm,Operating,Anton Schwarzkopf,Shuttle Loop - Flywheel,Flywheel launch,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Werner Stengel,1978,33.8456,-117.999,Steel,1978-05-21,55.0,91.9,2,4.0,800.0,48.0,8540000.0,8.2,70.0,36.0,1344,137.0
153,Schweizer Bobbahn,Heide Park,Operating,Mack Rides,Bobsled coaster,Unknown,Unknown,Unknown,1978,40.2864,-76.6531,Steel,1978-08-19,32.9,91.9,0,4.0,3248.0,48.0,8540000.0,9.1,65.0,100.0,1080,92.0
154,Shock Wave (Six Flags Over Texas),Six Flags Over Texas,Operating,Anton Schwarzkopf,custom looping,Chain lift hill,7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Werner Stengel,1978,32.7589,-97.0706,Steel,1978-04-22,60.0,91.9,2,5.9,3600.0,42.0,8540000.0,9.1,65.0,120.0,1080,92.0
155,The Riddler Mindbender,Six Flags Over Georgia,Operating,Anton Schwarzkopf,Custom design,Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Werner Stengel,1978,33.7703,-84.5475,Steel,1978-03-31,50.0,91.9,2,4.0,3253.0,42.0,2800000.0,9.1,62.0,153.0,1200,92.0
156,Tornado (Adventureland),Adventureland (Iowa),Operating,Frontier Construction Company,Unknown,Chain-lift,Unknown,William Cobb,1978,41.6515,-93.5025,Wood,1978-07-04,58.0,91.9,0,4.0,2850.0,42.0,8540000.0,9.1,65.0,120.0,1080,92.0
157,Wild Rider,Six Flags Great Adventure,Removed,Anton Schwarzkopf,Wildcat - Unknown,Unknown,Unknown,Werner Stengel,1978,40.1363,-74.4416,Steel,1978-01-01,49.7,91.9,0,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
158,The Beast (roller coaster),Kings Island,Operating,Kings Island,Unknown,2 Chain lift hills,3 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,Al CollinsJeff Gramke,1979,39.3402,-84.266,Wood,1979-04-14,64.8,91.9,0,3.6,7359.0,48.0,3200000.0,9.1,45.0,250.0,1200,141.0
159,Big Thunder Mountain Railroad,Other,Unknown,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Mine Train,Chain lift hill,Unknown,Walt Disney Imagineering,1979,40.2864,-76.6531,Steel,Unknown,35.0,91.9,0,4.0,2300.0,40.0,8540000.0,9.1,65.0,105.0,1080,92.0
160,Big Thunder Mountain Railroad (Disneyland),Other,Unknown,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Mine Train,Chain lift hill,Unknown,Walt Disney Imagineering,1979,40.2864,-76.6531,Steel,Unknown,35.0,91.9,0,4.0,2300.0,40.0,8540000.0,9.1,65.0,105.0,1080,92.0
162,Momonga Standing and Loop Coaster,Yomiuriland,Removed,TOGO,Stand-up,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Unknown,1979,35.6245,139.5193,Steel,1979-01-01,46.6,91.9,1,4.0,1380.0,48.0,8540000.0,9.1,65.0,70.0,1080,92.0
163,Revolution (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Arrow Development,Launched Loop,Unknown,Unknown,Unknown,1979,53.7899,-3.0551,Steel,1979-01-01,45.0,91.9,2,4.0,635.0,50.0,1250000.0,9.1,52.0,66.0,1080,47.0
164,Rolling Thunder (roller coaster),Other,Removed,William Cobb & Associates,Racing roller coaster,Chain lift hill,4 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Don Rosser & William Cobb,1979,40.1394,-74.4343,Wood,1979-01-01,56.0,91.9,0,4.0,3200.0,44.0,8540000.0,9.1,45.0,130.0,3840,92.0
165,WildCat (Cedar Point),Cedar Point,Removed,Anton Schwarzkopf,Wildcat/65m,Chain lift,Unknown,Werner Stengel,1979,41.4817,-82.685,Steel,1979-01-01,40.0,91.9,0,4.0,1837.0,48.0,8540000.0,9.1,65.0,85.0,900,92.0
166,Wilderness Run,Cedar Point,Operating,Intamin,Children's coaster,Chain lift hill,Single train with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,1979,41.4856,-82.6886,Steel,1979-01-01,6.0,91.9,0,4.0,443.0,36.0,8540000.0,9.1,65.0,50.0,1080,92.0
167,Big Thunder Mountain Railroad,Other,Unknown,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",Mine Train,Chain lift hill,Unknown,Walt Disney Imagineering,1980,40.2864,-76.6531,Steel,Unknown,35.0,91.9,0,4.0,2300.0,40.0,8540000.0,9.1,65.0,105.0,1080,92.0
168,Carolina Cyclone,Carowinds,Operating,Arrow Dynamics,Custom Looping,Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ron Toomer,1980,35.1042,-80.9436,Steel,1980-03-22,41.0,91.9,4,3.5,2100.0,48.0,2000000.0,9.1,53.0,90.0,1600,65.0
169,Corkscrew (Alton Towers),Alton Towers,Removed,Vekoma,Corkscrew with Bayerncurve,Chain lift hill,Unknown,Arrow Dynamics,1980,52.9847,-1.8904,Other,1980-04-04,40.0,91.9,2,3.1,2460.0,47.3,1250000.0,9.1,43.0,1.3,1400,68.0
170,Corkscrew (Valleyfair),Valleyfair,Operating,Arrow Dynamics,Unknown,Chain-lift,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1980,44.7996,-93.4563,Steel,1980-01-01,50.0,91.9,3,3.5,1950.0,48.0,8540000.0,9.1,65.0,105.0,1300,92.0
171,Judge Roy Scream,Six Flags Over Texas,Operating,William Cobb & Associates,custom,Chain,Unknown,Don Rosser and Bill Cobb,1980,32.7554,-97.0673,Wood,1980-03-01,45.0,91.9,0,4.0,2670.0,42.0,2100000.0,9.1,42.0,90.0,1200,65.0
172,Orient Express (roller coaster),Worlds of Fun,Removed,Arrow Dynamics,Custom Looping Coaster,Chain lift hill,Unknown,Ron Toomer,1980,39.1761,-94.4883,Steel,1980-04-04,50.0,91.9,4,3.5,3470.0,48.0,8540000.0,9.1,55.0,120.0,1550,115.0
173,Scorpion (roller coaster),Busch Gardens Tampa Bay,Operating,Anton Schwarzkopf,Silver Arrow,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Werner Stengel,1980,28.0375,-82.4233,Steel,1980-05-16,41.0,91.9,1,3.5,1817.6,42.0,2750000.0,9.1,65.0,90.0,1080,92.0
174,Shuttle Loop (Nagashima Spa Land),Nagashima Spa Land,Operating,Anton Schwarzkopf,Shuttle Loop,Unknown,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ing.-Büro Stengel GmbH,1980,35.0303,136.7308,Steel,1980-01-01,57.0,91.9,2,4.0,2300.0,48.0,8540000.0,9.1,70.0,30.0,28,92.0
175,The Beastie (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,Unknown,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,John C. Allen,1980,39.3432,-84.2693,Wood,1972-01-01,35.0,91.9,0,4.0,1350.0,40.0,8540000.0,9.1,65.0,90.0,1200,30.0
176,American Eagle (roller coaster),Other,Operating,Intamin,Wooden,Chain,4 2-Blue 2-Red trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Curtis D. SummersJames FigleyLeonard Wright,1981,42.3646,-87.9336,Wood,1981-05-23,66.0,91.9,0,4.0,4650.0,48.0,10000000.0,9.1,55.0,143.0,1800,147.0
177,The Bat (Kings Island; opened 1981),Kings Island,Removed,Arrow Development,Unknown,2 chain lift hills,3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,1981,39.3408,-84.2646,Steel,1981-04-26,34.0,91.9,0,4.0,2456.0,48.0,3800000.0,9.1,65.0,105.0,1700,92.0
178,Colossus (Playcenter São Paulo),Other,Unknown,Anton Schwarzkopf,Double Looping,Chain lift hill,Unknown,Werner Stengel,1981,40.2864,-76.6531,Steel,Unknown,52.0,91.9,2,4.0,2200.0,48.0,8540000.0,9.1,65.0,120.0,1080,92.0
179,Dragon Fyre,Canada's Wonderland,Operating,Arrow Dynamics,Custom Looping Coaster,Chain lift,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,HUSS Park Attractions,1981,43.8445,-79.5407,Steel,1981-01-01,49.7,78.1,4,4.0,2160.0,0.0,8540000.0,9.1,65.0,90.0,1080,76.0
180,Ghoster Coaster (Canada's Wonderland),Canada's Wonderland,Operating,Taft Broadcasting,Unknown,Chain lift hill,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Curtis D. Summers,1981,43.8438,-79.546,Wood,1981-05-23,34.8,41.0,0,4.0,1356.0,4.0,8540000.0,9.1,65.0,80.0,1080,39.0
181,Hoot N Holler,Six Flags Darien Lake,Operating,Zierer,Out and Back roller coaster,Unknown,Unknown,Werner Stengel,1981,42.9272,-78.3823,Steel,1981-01-01,16.2,91.9,0,4.0,197.5,36.0,8540000.0,9.1,65.0,105.0,600,92.0
182,Mighty Canadian Minebuster,Canada's Wonderland,Operating,Canada's Wonderland,Unknown,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Curtis D. Summers,1981,43.8392,-79.5419,Wood,1981-01-01,55.9,89.9,0,4.0,3828.0,0.0,1200000.0,9.1,65.0,122.0,1080,87.0
183,Python (Efteling),Efteling,Operating,Vekoma,Double Loop Corkscrew,Chain lift,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Vekoma,1981,51.6469,5.0536,Steel,1981-04-12,46.6,95.1,4,3.5,2460.0,11.0,10340000.0,9.1,65.0,128.0,1400,72.0
184,Super Manège,La Ronde,Removed,Vekoma,Corkscrew with Bayerncurve,Chain,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1981,45.5238,-73.5325,Steel,1981-01-01,39.8,75.5,2,4.0,2400.0,52.0,8540000.0,9.1,65.0,105.0,1080,69.0
185,Thunder Run (Canada's Wonderland),Canada's Wonderland,Operating,Mack Rides,Unknown,Unknown,Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,Unknown,1981,43.8427,-79.5423,Steel,1981-05-23,39.8,32.8,0,4.0,1080.0,4.0,2700000.0,9.1,65.0,84.0,1080,92.0
186,Wilde Beast,Canada's Wonderland,Operating,Taft Broadcasting Company,Unknown,Chain lift hill,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Curtis D. Summers,1981,43.8441,-79.5432,Wood,1981-01-01,55.9,82.0,0,4.0,3150.0,0.0,1200000.0,9.1,65.0,180.0,1080,78.0
187,Grizzly (Kings Dominion),Kings Dominion,Operating,Taft Broadcasting Company,Unknown,Chain Lift,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Curtis D. Summers,1982,37.8375,-77.4471,Wood,1982-03-27,51.0,91.9,0,4.0,3150.0,48.0,8540000.0,9.1,65.0,150.0,1080,92.0
188,Looping Star (Nagashima Spa Land),Nagashima Spa Land,Operating,Anton Schwarzkopf,Custom Looping,Chain lift,7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Werner Stengel,1982,35.0306,136.7323,Steel,1982-01-01,40.0,91.9,1,4.0,1942.3,48.0,8540000.0,9.1,65.0,78.0,1080,80.0
189,Sea Viper (roller coaster),Sea World,Removed,Arrow Dynamics,Loop & Corkscrew,Chain Lift Hill,Unknown,Unknown,1982,-27.9569,153.4265,Steel,1982-09-17,43.5,91.9,3,4.0,2000.0,3.0,8540000.0,9.1,65.0,95.0,1080,92.0
190,Thrillseeker (roller coaster),Sea World,Removed,S.D.C.,Galaxi,Chain Lift Hill,3 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,Unknown,1982,-27.9567,153.425,Steel,1982-01-01,40.4,45.9,0,4.0,3300.0,48.0,8540000.0,9.1,65.0,120.0,1080,92.0
191,Thunderbolt (Dreamworld),Dreamworld,Removed,Sanoyas Hishino Meisho,Sitdown Looper,Chain Lift Hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1982,-27.8651,153.3165,Steel,1982-04-01,54.1,101.7,2,4.0,3960.0,11.0,2145000.0,6.04,65.0,105.0,960,92.0
192,Viper (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Arrow Dynamics,Unknown,Unknown,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ron Toomer,1982,42.9283,-78.3817,Steel,1982-05-29,50.0,91.9,5,4.0,3100.0,48.0,6500000.0,9.1,65.0,124.0,2100,75.0
193,Vortex (Calaway Park),Calaway Park,Operating,Arrow Dynamics,Corkscrew,Chain lift hill,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,1982,51.0875,-114.3594,Steel,1982-01-01,49.7,91.9,2,4.0,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,70.0
195,Beastie (Alton Towers),Alton Towers,Removed,Pinfari,Super Dragon MD31,Chain lift hill,Unknown,Unknown,1983,52.9893,-1.8945,Steel,1983-01-01,17.0,91.9,0,4.0,436.0,48.0,8540000.0,9.1,36.0,105.0,200,11.0
196,Black Hole (roller coaster),Alton Towers,Removed,Anton Schwarzkopf,Jet Star 2,Electric spiral lift,Unknown,Anton Schwarzkopf / Ingenieur Büro Stengel GmbH,1983,52.9873,-1.8953,Steel,1983-01-01,32.0,91.9,0,2.9,1919.25,42.0,8540000.0,9.1,33.0,110.0,900,27.0
197,Colossus the Fire Dragon,Lagoon Amusement Park,Operating,Anton Schwarzkopf,Double Looping (with additional trackway curve),Chain lift hill,3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ingenieur Büro Stengel GmbH,1983,40.9836,-111.8951,Steel,1983-01-01,55.0,91.9,2,4.9,2850.0,46.0,2500000.0,9.1,60.0,105.0,1080,81.0
198,Cyclone (Six Flags New England),Six Flags New England,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,1983,42.0403,-72.6156,Steel,2015-05-24,55.0,91.9,3,4.0,3320.0,48.0,10000000.0,9.1,78.0,105.0,1080,92.0
199,Dragon Mountain,Marineland of Canada,Operating,Arrow Huss,Custom Looping Coaster,Chain lift hill,3 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Ron Toomer,1983,43.0613,-79.0804,Steel,1983-07-16,50.0,91.9,4,4.0,5500.0,48.0,5850000.0,9.1,65.0,210.0,1080,92.0
200,Flitzer,Morey's Piers,Removed,Zierer,Flitzer,Unknown,Unknown,Zierer,1983,38.9893,-74.8033,Steel,1983-01-01,49.7,91.9,0,4.0,2300.0,36.0,150.0,9.1,65.0,49.0,240,92.0
201,Moonsault Scramble,Fuji-Q Highland,Removed,Meisho Amusement Machines,Unknown,Unknown,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,1983,35.487,138.78,Steel,1983-06-24,55.9,91.9,2,6.5,1509.2,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
202,Sky Screamer (Six Flags AstroWorld),Six Flags AstroWorld,Unknown,Intamin,Freefall,Unknown,Unknown,Unknown,1983,29.675,-95.407,Other,1983-01-01,49.7,91.9,0,4.5,2300.0,48.0,8540000.0,9.1,65.0,105.0,1080,92.0
205,Alpenexpress Enzian,Europa-Park,Operating,Mack Rides,Custom,Unknown,Single train with 10 cars. Riders are arranged 2 across in 2 rows for a total of 40 riders per train.,Unknown,1984,40.2864,-76.6531,Steel,1984-01-01,28.0,19.7,0,4.0,866.0,3.0,8540000.0,9.1,65.0,100.0,1100,92.0
